#name	radius	orbital_period	semi_major_axis	tperi	impact_parameter	star_name	ra	dec	mag_v
Kepler-301d	0.156	13.751243	0.112	nan	0.27	Kepler-301	283.982968	49.23299	nan
Kepler-302b	0.362	30.184104	0.193	nan	0.73	Kepler-302	294.316985	43.629345	nan
Kepler-302c	1.111	127.282184	0.503	nan	0.83	Kepler-302	294.316985	43.629345	nan
Kepler-303b	0.079	1.937055	0.024	nan	0.45	Kepler-303	283.135465	43.657055	nan
Kepler-303c	0.102	7.061149	0.057	nan	0.68	Kepler-303	283.135465	43.657055	nan
Kepler-304b	0.255	3.295709	0.039	nan	0.42	Kepler-304	294.441763	40.557587	nan
Kepler-304c	0.194	5.315946	0.054	nan	0.49	Kepler-304	294.441763	40.557587	nan
Kepler-304d	0.245	9.653471	0.08	nan	0.75	Kepler-304	294.441763	40.557587	nan
Kepler-304e	0.107	1.49914695	nan	nan	nan	Kepler-304	294.441763	40.557587	nan
Kepler-305b	0.321	5.487	0.05856	nan	nan	Kepler-305	299.224311	40.343182	15.8
Kepler-305c	0.294	8.291	0.07711	nan	nan	Kepler-305	299.224311	40.343182	15.8
Kepler-305d	0.242	16.738661	0.121	nan	0.62	Kepler-305	299.224311	40.343182	15.8
Kepler-305e	0.16	3.20538	nan	nan	nan	Kepler-305	299.224311	40.343182	15.8
Kepler-306b	0.136	4.646186	0.05	nan	0.07	Kepler-306	288.538671	40.61614	nan
Kepler-306c	0.21	7.240193	0.067	nan	0.83	Kepler-306	288.538671	40.61614	nan
Kepler-306d	0.22	17.326644	0.12	nan	0.9	Kepler-306	288.538671	40.61614	nan
Kepler-306e	0.203	44.840975	0.227	nan	0.31	Kepler-306	288.538671	40.61614	nan
Kepler-307b	0.217	10.4208	nan	nan	nan	Kepler-307	297.795132	40.417703	14.1
Kepler-307c	0.196	13.0729	nan	nan	nan	Kepler-307	297.795132	40.417703	14.1
Kepler-308b	0.189	9.694928	0.09	nan	0.3	Kepler-308	295.785154	40.43955	nan
Kepler-308c	0.193	15.38231	0.123	nan	0.19	Kepler-308	295.785154	40.43955	nan
Kepler-309b	0.139	5.923653	0.059	nan	0.81	Kepler-309	297.509851	46.961281	nan
Kepler-309c	0.224	105.356383	0.401	nan	0.4	Kepler-309	297.509851	46.961281	nan
Kepler-31b	0.491	20.8613	0.16	nan	nan	Kepler-31	294.023014	45.853081	15.5
Kepler-31c	0.473	42.6318	0.26	nan	nan	Kepler-31	294.023014	45.853081	15.5
Kepler-31d	0.348	87.6451	0.4	nan	0.5	Kepler-31	294.023014	45.853081	15.5
Kepler-310b	0.106	13.930698	0.111	nan	0.21	Kepler-310	288.839363	46.986744	nan
Kepler-310c	0.302	56.47542	0.281	nan	0.89	Kepler-310	288.839363	46.986744	nan
Kepler-310d	0.22	92.876125	0.392	nan	0.79	Kepler-310	288.839363	46.986744	nan
Kepler-311b	0.152	9.176092	0.087	nan	0.01	Kepler-311	282.06129	47.085491	nan
Kepler-311c	0.128	19.738286	0.145	nan	0.42	Kepler-311	282.06129	47.085491	nan
Kepler-312b	0.115	1.772419	0.031	nan	0.36	Kepler-312	298.395772	42.459756	nan
Kepler-312c	0.281	19.747412	0.153	nan	0.18	Kepler-312	298.395772	42.459756	nan
Kepler-313b	0.226	14.970418	0.125	nan	0.02	Kepler-313	298.294935	48.775459	nan
Kepler-313c	0.229	32.273273	0.208	nan	0.74	Kepler-313	298.294935	48.775459	nan
Kepler-314b	0.074	2.461069	0.035	nan	0.21	Kepler-314	294.674114	42.075588	nan
Kepler-314c	0.259	5.960392	0.064	nan	0.75	Kepler-314	294.674114	42.075588	nan
Kepler-315b	0.336	96.101141	0.402	nan	0.74	Kepler-315	298.023104	43.363522	nan
Kepler-315c	0.37	265.469335	0.791	nan	0.94	Kepler-315	298.023104	43.363522	nan
Kepler-316b	0.095	2.240508	0.027	nan	0.14	Kepler-316	290.826023	44.184109	nan
Kepler-316c	0.103	6.827766	0.058	nan	0.18	Kepler-316	290.826023	44.184109	nan
Kepler-317b	0.186	5.524242	0.061	nan	0.3	Kepler-317	294.943885	39.032062	nan
Kepler-317c	0.153	8.77501	0.083	nan	0.38	Kepler-317	294.943885	39.032062	nan
Kepler-318b	0.42	4.662715	0.056	nan	0.07	Kepler-318	298.482828	46.793617	nan
Kepler-318c	0.328	11.815007	0.105	nan	0.01	Kepler-318	298.482828	46.793617	nan
Kepler-319b	0.145	4.362705	0.051	nan	0.26	Kepler-319	288.811943	39.770658	nan
Kepler-319c	0.235	6.941357	0.069	nan	0.13	Kepler-319	288.811943	39.770658	nan
Kepler-319d	0.204	31.781925	0.191	nan	0.55	Kepler-319	288.811943	39.770658	nan
Kepler-32b	0.196	5.90124	0.05	nan	nan	Kepler-32	297.842398	46.574281	16
Kepler-32c	0.178	8.7522	0.09	nan	nan	Kepler-32	297.842398	46.574281	16
Kepler-32d	0.241	22.7802	0.13	nan	nan	Kepler-32	297.842398	46.574281	16
Kepler-32e	0.134	2.896	0.033	nan	nan	Kepler-32	297.842398	46.574281	16
Kepler-32f	0.073	0.74296	0.013	nan	nan	Kepler-32	297.842398	46.574281	16
Kepler-320b	0.102	8.371554	0.085	nan	0.67	Kepler-320	293.213548	46.175125	nan
Kepler-320c	0.122	17.934937	0.142	nan	0.22	Kepler-320	293.213548	46.175125	nan
Kepler-321b	0.158	4.915379	0.057	nan	0.06	Kepler-321	294.453674	44.145756	nan
Kepler-321c	0.207	13.093921	0.11	nan	0.01	Kepler-321	294.453674	44.145756	nan
Kepler-322b	0.09	1.653888	0.027	nan	0.38	Kepler-322	281.348824	44.295242	nan
Kepler-322c	0.149	4.337234	0.051	nan	0.23	Kepler-322	281.348824	44.295242	nan
Kepler-323b	0.128	1.678327	0.028	nan	0.09	Kepler-323	291.38224	38.127473	nan
Kepler-323c	0.145	3.553822	0.046	nan	0.1	Kepler-323	291.38224	38.127473	nan
Kepler-324b	0.102	4.385315	0.05	nan	0.38	Kepler-324	286.471473	49.649021	nan
Kepler-324c	0.281	51.805612	0.26	nan	0.83	Kepler-324	286.471473	49.649021	nan
Kepler-325b	0.26	4.544439	0.053	nan	0.18	Kepler-325	289.835434	49.825626	nan
Kepler-325c	0.227	12.762172	0.105	nan	0.4	Kepler-325	289.835434	49.825626	nan
Kepler-325d	0.249	38.715185	0.22	nan	0.17	Kepler-325	289.835434	49.825626	nan
Kepler-326b	0.136	2.248329	0.032	nan	0.88	Kepler-326	294.325546	46.002254	nan
Kepler-326c	0.125	4.580358	0.051	nan	0.26	Kepler-326	294.325546	46.002254	nan
Kepler-326d	0.108	6.766888	0.066	nan	0.22	Kepler-326	294.325546	46.002254	nan
Kepler-327b	0.099	2.549575	0.029	nan	0.03	Kepler-327	292.642372	44.087673	nan
Kepler-327c	0.092	5.212333	0.047	nan	0.22	Kepler-327	292.642372	44.087673	nan
Kepler-327d	0.154	13.969457	0.09	nan	0.71	Kepler-327	292.642372	44.087673	nan
Kepler-328b	0.205	34.921	nan	nan	nan	Kepler-328	295.809289	40.008503	nan
Kepler-328c	0.482	71.312	nan	nan	nan	Kepler-328	295.809289	40.008503	nan
Kepler-329b	0.125	7.416397	0.061	nan	0.89	Kepler-329	299.268042	45.227428	nan
Kepler-329c	0.172	18.684737	0.113	nan	0.64	Kepler-329	299.268042	45.227428	nan
Kepler-33b	0.155	5.66793	0.0677	nan	0.5	Kepler-33	289.077548	46.005222	14
Kepler-33c	0.285	13.17562	0.1189	nan	0.44	Kepler-33	289.077548	46.005222	14
Kepler-33d	0.477	21.77596	0.1662	nan	0.44	Kepler-33	289.077548	46.005222	14
Kepler-33e	0.359	31.7844	0.2138	nan	0.47	Kepler-33	289.077548	46.005222	14
Kepler-33f	0.398	41.02902	0.2535	nan	0.43	Kepler-33	289.077548	46.005222	14
Kepler-330b	0.12	8.25978	0.075	nan	0.64	Kepler-330	288.447375	44.801685	nan
Kepler-330c	0.174	15.955387	0.116	nan	0.22	Kepler-330	288.447375	44.801685	nan
Kepler-331b	0.162	8.457496	0.065	nan	0.48	Kepler-331	291.834328	39.307358	nan
Kepler-331c	0.164	17.28111	0.105	nan	0.08	Kepler-331	291.834328	39.307358	nan
Kepler-331d	0.146	32.134328	0.159	nan	0.29	Kepler-331	291.834328	39.307358	nan
Kepler-332b	0.104	7.626324	0.07	nan	0.13	Kepler-332	286.662964	47.4137	nan
Kepler-332c	0.097	15.995622	0.114	nan	0.08	Kepler-332	286.662964	47.4137	nan
Kepler-332d	0.105	34.21154	0.189	nan	0.51	Kepler-332	286.662964	47.4137	nan
Kepler-333b	0.118	12.551158	0.087	nan	0.76	Kepler-333	292.286069	40.913584	nan
Kepler-333c	0.099	24.08821	0.135	nan	0.74	Kepler-333	292.286069	40.913584	nan
Kepler-334b	0.1	5.470319	0.061	nan	0.11	Kepler-334	287.140668	47.115196	nan
Kepler-334c	0.128	12.758005	0.107	nan	0.03	Kepler-334	287.140668	47.115196	nan
Kepler-334d	0.126	25.09849	0.168	nan	0.07	Kepler-334	287.140668	47.115196	nan
Kepler-335b	0.302	6.562331	0.075	nan	0.83	Kepler-335	296.064311	45.428623	nan
Kepler-335c	0.274	67.844469	0.356	nan	0.77	Kepler-335	296.064311	45.428623	nan
Kepler-336b	0.091	2.024823	0.033	nan	0.06	Kepler-336	290.237643	41.33137	nan
Kepler-336c	0.187	9.600001	0.092	nan	0.05	Kepler-336	290.237643	41.33137	nan
Kepler-336d	0.211	20.678772	0.154	nan	0.5	Kepler-336	290.237643	41.33137	nan
Kepler-337b	0.137	3.292781	0.045	nan	0.03	Kepler-337	290.06049	47.163956	nan
Kepler-337c	0.183	9.693201	0.093	nan	0	Kepler-337	290.06049	47.163956	nan
Kepler-338b	0.218	13.726976	0.117	nan	0.14	Kepler-338	282.978956	40.784347	nan
Kepler-338c	0.209	24.310856	0.172	nan	0.03	Kepler-338	282.978956	40.784347	nan
Kepler-338d	0.268	44.431014	0.257	nan	0.79	Kepler-338	282.978956	40.784347	nan
Kepler-339b	0.127	4.977656	0.055	nan	0.6	Kepler-339	293.351712	48.444641	nan
Kepler-339c	0.103	6.988055	0.069	nan	0.46	Kepler-339	293.351712	48.444641	nan
Kepler-339d	0.104	10.558345	0.091	nan	0.25	Kepler-339	293.351712	48.444641	nan
Kepler-34(AB)b	0.7637	288.822	1.0896	nan	nan	Kepler-34(AB)	296.4375	44.6416667	15
Kepler-340b	0.226	14.844387	0.134	nan	0.31	Kepler-340	295.933477	40.30057	nan
Kepler-340c	0.301	22.824669	0.178	nan	0.12	Kepler-340	295.933477	40.30057	nan
Kepler-341b	0.105	5.195528	0.06	nan	0.15	Kepler-341	289.861576	43.472775	nan
Kepler-341c	0.152	8.01041	0.08	nan	0.21	Kepler-341	289.861576	43.472775	nan
Kepler-341d	0.165	27.666313	0.182	nan	0.27	Kepler-341	289.861576	43.472775	nan
Kepler-341e	0.178	42.473269	0.242	nan	0.74	Kepler-341	289.861576	43.472775	nan
Kepler-342b	0.201	15.170318	0.128	nan	0.01	Kepler-342	292.678083	46.726715	nan
Kepler-342c	0.175	26.234138	0.185	nan	0.12	Kepler-342	292.678083	46.726715	nan
Kepler-342d	0.222	39.459357	0.242	nan	0.75	Kepler-342	292.678083	46.726715	nan
Kepler-342e	0.079	1.64422461	nan	nan	nan	Kepler-342	292.678083	46.726715	nan
Kepler-343b	0.215	8.96855	0.088	nan	0.73	Kepler-343	291.960684	42.433006	nan
Kepler-343c	0.18	23.22182	0.167	nan	0	Kepler-343	291.960684	42.433006	nan
Kepler-344b	0.233	21.963945	0.153	nan	0.29	Kepler-344	292.499645	46.324406	nan
Kepler-344c	0.263	125.596809	0.488	nan	0.03	Kepler-344	292.499645	46.324406	nan
Kepler-345b	0.066	7.415563	0.066	nan	0.15	Kepler-345	295.228802	45.97102	nan
Kepler-345c	0.107	9.387427	0.077	nan	0.2	Kepler-345	295.228802	45.97102	nan
Kepler-346b	0.237	6.511127	0.071	nan	0.32	Kepler-346	288.011911	46.117607	nan
Kepler-346c	0.274	23.851549	0.168	nan	0.63	Kepler-346	288.011911	46.117607	nan
Kepler-347b	0.176	12.79836	0.11	nan	0.71	Kepler-347	289.199596	49.305717	nan
Kepler-347c	0.156	27.320871	0.183	nan	0.77	Kepler-347	289.199596	49.305717	nan
Kepler-348b	0.136	7.05677	0.076	nan	0.05	Kepler-348	297.25505	40.548373	nan
Kepler-348c	0.119	17.265427	0.138	nan	0.62	Kepler-348	297.25505	40.548373	nan
Kepler-349b	0.17	5.929778	0.065	nan	0.48	Kepler-349	293.67648	44.615578	nan
Kepler-349c	0.175	12.247629	0.105	nan	0.15	Kepler-349	293.67648	44.615578	nan
Kepler-35(AB)b	0.728	131.458	0.60347	nan	nan	Kepler-35(AB)	294.4958333	46.69	16
Kepler-350b	0.165	11.189562	0.104	nan	0.38	Kepler-350	285.419606	39.706107	13.8
Kepler-350c	0.277	17.849	nan	nan	nan	Kepler-350	285.419606	39.706107	13.8
Kepler-350d	0.25	26.136	nan	nan	nan	Kepler-350	285.419606	39.706107	13.8
Kepler-351b	0.273	37.054919	0.214	nan	0.86	Kepler-351	286.452706	42.657879	nan
Kepler-351c	0.285	57.24809	0.287	nan	0.21	Kepler-351	286.452706	42.657879	nan
Kepler-351d	0.243	142.544247	nan	nan	nan	Kepler-351	286.452706	42.657879	nan
Kepler-352b	0.077	10.05537	0.085	nan	0.26	Kepler-352	299.896521	46.051975	nan
Kepler-352c	0.111	16.332995	0.118	nan	0.12	Kepler-352	299.896521	46.051975	nan
Kepler-353b	0.079	5.795278	0.051	nan	0.27	Kepler-353	296.856633	41.75818	nan
Kepler-353c	0.123	8.410894	0.065	nan	0.46	Kepler-353	296.856633	41.75818	nan
Kepler-354b	0.164	5.47666	0.054	nan	0.73	Kepler-354	285.751452	41.33564	nan
Kepler-354c	0.117	16.934402	0.115	nan	0.63	Kepler-354	285.751452	41.33564	nan
Kepler-354d	0.111	24.209842	0.146	nan	0.16	Kepler-354	285.751452	41.33564	nan
Kepler-355b	0.13	11.03189	0.102	nan	0.38	Kepler-355	285.799457	42.811783	nan
Kepler-355c	0.242	25.762294	0.179	nan	0.26	Kepler-355	285.799457	42.811783	nan
Kepler-356b	0.14	4.612696	0.057	nan	0.26	Kepler-356	292.421077	37.682819	nan
Kepler-356c	0.161	13.121632	0.115	nan	0.16	Kepler-356	292.421077	37.682819	nan
Kepler-357b	0.164	6.475434	0.063	nan	0.27	Kepler-357	291.243104	44.00872	nan
Kepler-357c	0.238	16.85837	0.12	nan	0.82	Kepler-357	291.243104	44.00872	nan
Kepler-357d	0.306	49.499875	0.246	nan	0.91	Kepler-357	291.243104	44.00872	nan
Kepler-358b	0.243	34.060467	0.21	nan	0.38	Kepler-358	293.230225	48.281376	nan
Kepler-358c	0.254	83.488369	0.381	nan	0.25	Kepler-358	293.230225	48.281376	nan
Kepler-359b	0.315	25.563222	0.178	nan	0.21	Kepler-359	293.293635	42.196354	nan
Kepler-359c	0.384	57.68802	0.307	nan	0.06	Kepler-359	293.293635	42.196354	nan
Kepler-359d	0.358	77.095691	0.372	nan	0.92	Kepler-359	293.293635	42.196354	nan
Kepler-36b	0.134	13.86825	0.1153	nan	nan	Kepler-36	291.250191	49.231827	12
Kepler-36c	0.328	16.21865	0.1283	nan	0.186	Kepler-36	291.250191	49.231827	12
Kepler-360b	0.147	3.289672	0.044	nan	0.07	Kepler-360	286.284731	44.781555	nan
Kepler-360c	0.187	7.186434	0.075	nan	0.19	Kepler-360	286.284731	44.781555	nan
Kepler-361b	0.129	8.486616	0.086	nan	0.27	Kepler-361	296.803453	46.741154	nan
Kepler-361c	0.225	55.188023	0.3	nan	0.05	Kepler-361	296.803453	46.741154	nan
Kepler-362b	0.079	10.327186	0.087	nan	0.42	Kepler-362	291.771639	47.529903	nan
Kepler-362c	0.129	37.866281	0.207	nan	0.32	Kepler-362	291.771639	47.529903	nan
Kepler-363b	0.103	3.614568	0.048	nan	0.06	Kepler-363	283.192081	41.305393	nan
Kepler-363c	0.151	7.542427	0.079	nan	0.1	Kepler-363	283.192081	41.305393	nan
Kepler-363d	0.183	11.932125	0.107	nan	0.68	Kepler-363	283.192081	41.305393	nan
Kepler-364b	0.138	25.745718	0.178	nan	0.68	Kepler-364	281.569933	47.398697	nan
Kepler-364c	0.192	59.980627	0.312	nan	0.27	Kepler-364	281.569933	47.398697	nan
Kepler-365b	0.182	10.664903	0.098	nan	0.87	Kepler-365	295.626598	49.130436	nan
Kepler-365c	0.146	17.784129	0.137	nan	0.22	Kepler-365	295.626598	49.130436	nan
Kepler-366b	0.13	3.281959	0.045	nan	0.33	Kepler-366	296.852042	49.084446	nan
Kepler-366c	0.16	12.51616	0.11	nan	0.2	Kepler-366	296.852042	49.084446	nan
Kepler-367b	0.116	37.815724	0.201	nan	0.9	Kepler-367	297.292418	49.981632	nan
Kepler-367c	0.107	53.578637	0.253	nan	0.75	Kepler-367	297.292418	49.981632	nan
Kepler-368b	0.291	26.84768	0.186	nan	0.28	Kepler-368	291.880046	45.387936	nan
Kepler-368c	0.346	72.379334	0.36	nan	0.46	Kepler-368	291.880046	45.387936	nan
Kepler-369b	0.101	2.732756	0.03	nan	0.27	Kepler-369	293.674235	47.908467	nan
Kepler-369c	0.126	14.871572	0.094	nan	0.01	Kepler-369	293.674235	47.908467	nan
Kepler-37b	0.026	13.36731	0.1003	nan	nan	Kepler-37	284.05966	44.518131	10.3
Kepler-37c	0.067	21.302	0.1368	nan	0.43	Kepler-37	284.05966	44.518131	10.3
Kepler-37d	0.173	39.7922	0.2109	nan	0.53	Kepler-37	284.05966	44.518131	10.3
Kepler-370b	0.142	4.57953	0.054	nan	0.91	Kepler-370	292.171121	40.916306	nan
Kepler-370c	0.17	19.02293	0.14	nan	0.35	Kepler-370	292.171121	40.916306	nan
Kepler-371b	0.169	34.763278	0.2	nan	0.62	Kepler-371	292.326464	38.657588	nan
Kepler-371c	0.159	67.968015	0.313	nan	0.1	Kepler-371	292.326464	38.657588	nan
Kepler-372b	0.121	6.849692	0.075	nan	0.2	Kepler-372	291.256195	49.258953	nan
Kepler-372c	0.186	20.053763	0.154	nan	0.23	Kepler-372	291.256195	49.258953	nan
Kepler-372d	0.151	30.092568	0.201	nan	0.3	Kepler-372	291.256195	49.258953	nan
Kepler-373b	0.121	5.535309	0.06	nan	0.16	Kepler-373	289.387993	50.59705	nan
Kepler-373c	0.111	16.725948	0.126	nan	0.48	Kepler-373	289.387993	50.59705	nan
Kepler-374b	0.092	1.897806	0.029	nan	0.05	Kepler-374	294.13793	42.370502	nan
Kepler-374c	0.098	3.282807	0.042	nan	0.29	Kepler-374	294.13793	42.370502	nan
Kepler-374d	0.117	5.028219	0.056	nan	0.69	Kepler-374	294.13793	42.370502	nan
Kepler-375b	0.129	12.125934	0.101	nan	0.32	Kepler-375	288.617907	48.098416	nan
Kepler-375c	0.236	19.986326	0.141	nan	0.93	Kepler-375	288.617907	48.098416	nan
Kepler-376b	0.095	4.920199	0.057	nan	0.34	Kepler-376	291.607165	38.410386	nan
Kepler-376c	0.16	14.172327	0.115	nan	0.19	Kepler-376	291.607165	38.410386	nan
Kepler-377b	0.124	12.509529	0.109	nan	0.06	Kepler-377	295.422002	38.735691	nan
Kepler-377c	0.184	27.014976	0.182	nan	0.34	Kepler-377	295.422002	38.735691	nan
Kepler-378b	0.067	16.092361	0.112	nan	0.54	Kepler-378	294.948588	46.438641	nan
Kepler-378c	0.062	28.906009	0.166	nan	0.35	Kepler-378	294.948588	46.438641	nan
Kepler-379b	0.148	20.09838	0.152	nan	0	Kepler-379	295.701103	38.945831	nan
Kepler-379c	0.204	62.784697	0.326	nan	0.18	Kepler-379	295.701103	38.945831	nan
Kepler-38(AB)b	0.39	105.595	0.4644	nan	nan	Kepler-38A	286.8292	42.2792	14.3
Kepler-380b	0.106	3.930821	0.05	nan	0.19	Kepler-380	282.394616	48.75914	nan
Kepler-380c	0.113	7.630004	0.078	nan	0.04	Kepler-380	282.394616	48.75914	nan
Kepler-381b	0.088	5.629021	0.066	nan	0.29	Kepler-381	285.182787	43.831089	nan
Kepler-381c	0.1	13.391635	0.117	nan	0.49	Kepler-381	285.182787	43.831089	nan
Kepler-382b	0.118	5.262155	0.055	nan	0.6	Kepler-382	299.136166	45.869934	nan
Kepler-382c	0.142	12.162701	0.097	nan	0.03	Kepler-382	299.136166	45.869934	nan
Kepler-383b	0.118	12.904532	0.095	nan	0.33	Kepler-383	291.342584	38.363134	nan
Kepler-383c	0.111	31.200751	0.172	nan	0.36	Kepler-383	291.342584	38.363134	nan
Kepler-384b	0.1	22.597053	0.148	nan	0.02	Kepler-384	286.026112	44.782871	nan
Kepler-384c	0.101	45.348269	0.236	nan	0.1	Kepler-384	286.026112	44.782871	nan
Kepler-385b	0.244	10.043686	0.097	nan	0.84	Kepler-385	294.338483	50.336544	nan
Kepler-385c	0.271	15.163161	0.127	nan	0.94	Kepler-385	294.338483	50.336544	nan
Kepler-385d	0.234	56.4159	nan	nan	nan	Kepler-385	294.338483	50.336544	nan
Kepler-386b	0.124	12.31043	0.096	nan	0.8	Kepler-386	289.858871	48.693855	nan
Kepler-386c	0.141	25.193458	0.155	nan	0	Kepler-386	289.858871	48.693855	nan
Kepler-387b	0.092	6.791636	0.068	nan	0.03	Kepler-387	287.798184	45.656715	nan
Kepler-387c	0.079	11.837549	0.098	nan	0.13	Kepler-387	287.798184	45.656715	nan
Kepler-388b	0.072	3.173315	0.036	nan	0.2	Kepler-388	284.828038	44.60873	nan
Kepler-388c	0.077	13.297004	0.093	nan	0.18	Kepler-388	284.828038	44.60873	nan
Kepler-389b	0.135	3.244107	0.041	nan	0.25	Kepler-389	291.960005	44.900024	nan
Kepler-389c	0.13	14.51143	0.11	nan	0.31	Kepler-389	291.960005	44.900024	nan
Kepler-39b	1.24	21.08721	0.164	nan	0.36	Kepler-39	296.960265	46.034298	14.3
Kepler-390b	0.073	6.738088	0.065	nan	0.37	Kepler-390	291.628777	41.208603	nan
Kepler-390c	0.07	13.060022	0.101	nan	0.48	Kepler-390	291.628777	41.208603	nan
Kepler-391b	0.02543	7.416755	0.082	nan	0.38	Kepler-391	290.621815	51.057304	nan
Kepler-391c	0.316	20.485435	0.161	nan	0.11	Kepler-391	290.621815	51.057304	nan
Kepler-392b	0.089	5.341853	0.059	nan	0.24	Kepler-392	288.660765	43.368084	nan
Kepler-392c	0.098	10.423118	0.093	nan	0.08	Kepler-392	288.660765	43.368084	nan
Kepler-393b	0.115	9.182417	0.091	nan	0.63	Kepler-393	290.995257	45.192215	nan
Kepler-393c	0.119	14.613612	0.124	nan	0.76	Kepler-393	290.995257	45.192215	nan
Kepler-394b	0.143	8.005013	0.083	nan	0.24	Kepler-394	296.301953	50.672318	nan
Kepler-394c	0.148	12.130686	0.11	nan	0.45	Kepler-394	296.301953	50.672318	nan
Kepler-395b	0.092	7.054346	0.061	nan	0.09	Kepler-395	293.511099	45.136598	nan
Kepler-395c	0.118	34.989262	0.177	nan	0.4	Kepler-395	293.511099	45.136598	nan
Kepler-396b	0.312	42.994	0.36709	nan	nan	Kepler-396	296.132818	48.977402	nan
Kepler-396c	0.473	88.505	0.22662	nan	nan	Kepler-396	296.132818	48.977402	nan
Kepler-397b	0.219	22.250949	0.144	nan	0.94	Kepler-397	295.894109	42.380451	nan
Kepler-397c	0.551	135.498527	0.48	nan	0.84	Kepler-397	295.894109	42.380451	nan
Kepler-398b	0.083	4.081423	0.044	nan	0.87	Kepler-398	291.468662	40.343853	nan
Kepler-398c	0.09	11.419412	0.087	nan	0.9	Kepler-398	291.468662	40.343853	nan
Kepler-398d	0.079	6.83437001	nan	nan	nan	Kepler-398	291.468662	40.343853	nan
Kepler-399b	0.086	14.425281	0.103	nan	0.21	Kepler-399	299.501738	40.670806	nan
Kepler-399c	0.128	26.67569	0.155	nan	0.18	Kepler-399	299.501738	40.670806	nan
Kepler-399d	0.169	58.034616	0.261	nan	0.19	Kepler-399	299.501738	40.670806	nan
Kepler-4b	0.357	3.21346	0.0456	nan	0.022	Kepler-4	285.615322	50.135754	12.7
Kepler-40b	1.17	6.87349	0.08	nan	0.045	Kepler-40	296.81369	47.526608	14.76
Kepler-400b	0.147	9.024389	0.087	nan	0.01	Kepler-400	290.944481	40.480035	nan
Kepler-400c	0.133	17.340824	0.134	nan	0.17	Kepler-400	290.944481	40.480035	nan
Kepler-401b	0.153	14.383035	0.122	nan	0.54	Kepler-401	290.082749	50.863483	nan
Kepler-401c	0.192	47.318218	0.269	nan	0.24	Kepler-401	290.082749	50.863483	nan
Kepler-401d	0.203	184.256405	nan	nan	nan	Kepler-401	290.082749	50.863483	nan
Kepler-402b	0.109	4.028751	0.051	nan	0.06	Kepler-402	288.370225	43.35461	nan
Kepler-402c	0.139	6.124821	0.068	nan	0.59	Kepler-402	288.370225	43.35461	nan
Kepler-402d	0.123	8.921099	0.087	nan	0.11	Kepler-402	288.370225	43.35461	nan
Kepler-402e	0.13	11.242861	0.102	nan	0.21	Kepler-402	288.370225	43.35461	nan
Kepler-403b	0.112	7.031462	0.076	nan	0.11	Kepler-403	289.921461	46.74456	nan
Kepler-403c	0.156	54.280749	0.297	nan	0.53	Kepler-403	289.921461	46.74456	nan
Kepler-403d	0.127	13.61159129	nan	nan	nan	Kepler-403	289.921461	46.74456	nan
Kepler-404b	0.113	11.829851	0.102	nan	0.56	Kepler-404	286.398631	45.343533	nan
Kepler-404c	0.153	14.751166	0.118	nan	0.85	Kepler-404	286.398631	45.343533	nan
Kepler-405b	0.186	10.613839	0.095	nan	0.45	Kepler-405	291.409458	38.34003	nan
Kepler-405c	0.416	29.726682	0.188	nan	0.88	Kepler-405	291.409458	38.34003	nan
Kepler-406b	0.128	2.42629	nan	nan	0.1	Kepler-406	291.848044	44.968224	12.52
Kepler-406c	0.076	4.62332	nan	nan	0.36	Kepler-406	291.848044	44.968224	12.52
Kepler-407b	0.095	0.66931	nan	nan	0.25	Kepler-407	286.036347	49.614506	nan
Kepler-408b	0.073	2.46502	nan	nan	0.92	Kepler-408	284.786175	48.423233	9
Kepler-409b	0.106	68.9584	nan	nan	0.9	Kepler-409	293.67919	46.852764	9.439
Kepler-41b	1.29	1.8555582	0.03101	nan	0.672	Kepler-41	294.513229	45.981644	14.5
Kepler-410Ab	0.253	17.833648	0.1226	nan	nan	Kepler-410A	283.150698	45.139832	9.5
Kepler-411b	0.214	3.005156	0.0375	nan	0.574	Kepler-411	287.605582	49.523262	12.5
Kepler-411c	0.394	7.834435	0.0739	nan	0.62	Kepler-411	287.605582	49.523262	12.5
Kepler-411d	0.296	58.02035	0.279	nan	0.7193	Kepler-411	287.605582	49.523262	12.5
Kepler-412b	1.341	1.7208604	0.02897	nan	0.7942	Kepler-412	286.110327	43.680958	13.73
Kepler-413(AB)b	0.3881	66.262	0.3553	nan	nan	Kepler-413(AB)	288.5125	51.1625	nan
Kepler-418b	1.2	86.67856	nan	nan	0.23	Kepler-418	294.433512	38.35545	15
Kepler-419b	0.96	69.7546	0.37	nan	nan	Kepler-419	295.417899	51.184765	14
